kind,year_folder,type,slug,date_in_name,modified,size_bytes,path,name,cloudinary_url,upload_status,softr_url
image,2025,carousel-cover,carousel-cover-handwritten-notebook-aesthetic,2025-09,2025-09-12,851440,images/2025/brieflee_carousel-cover_carousel-cover-handwritten-notebook-aesthetic_2025-09.png,brieflee_carousel-cover_carousel-cover-handwritten-notebook-aesthetic_2025-09.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_carousel-cover_carousel-cover-handwritten-notebook-aesthetic_2025-09.png,uploaded,
image,2025,carousel-cover,influencer-marketplaces-vs-brieflee-comparison-cards-with-creator-photos,2025-09,2025-09-11,744046,images/2025/brieflee_carousel-cover_influencer-marketplaces-vs-brieflee-comparison-cards-with-creator-photos_2025-09-v3.png,brieflee_carousel-cover_influencer-marketplaces-vs-brieflee-comparison-cards-with-creator-photos_2025-09-v3.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_carousel-cover_influencer-marketplaces-vs-brieflee-comparison-cards-with-creator-photos_2025-09-v3.png,uploaded,
image,2025,demo-screenshot,animated-app-demo-walkthrough,2025-10,2025-10-24,961,images/2025/brieflee_demo-screenshot_animated-app-demo-walkthrough_2025-10.gif,brieflee_demo-screenshot_animated-app-demo-walkthrough_2025-10.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_demo-screenshot_animated-app-demo-walkthrough_2025-10.gif,uploaded,
image,2025,demo-screenshot,app-log-screenshot-02-07-25-v2,2025-07,2025-07-03,57329,images/2025/brieflee_demo-screenshot_app-log-screenshot-02-07-25-v2_2025-07.png,brieflee_demo-screenshot_app-log-screenshot-02-07-25-v2_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_demo-screenshot_app-log-screenshot-02-07-25-v2_2025-07.png,uploaded,
image,2025,demo-screenshot,app-log-screenshot-02-07-25,2025-07,2025-07-03,57239,images/2025/brieflee_demo-screenshot_app-log-screenshot-02-07-25_2025-07.png,brieflee_demo-screenshot_app-log-screenshot-02-07-25_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_demo-screenshot_app-log-screenshot-02-07-25_2025-07.png,uploaded,
image,2025,demo-screenshot,content-creator-lists-marketing-creators-detail-panel-ui,2025-07,2025-07-28,5494220,images/2025/brieflee_demo-screenshot_content-creator-lists-marketing-creators-detail-panel-ui_2025-07.gif,brieflee_demo-screenshot_content-creator-lists-marketing-creators-detail-panel-ui_2025-07.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_demo-screenshot_content-creator-lists-marketing-creators-detail-panel-ui_2025-07.gif,uploaded,
image,2025,demo-screenshot,output-videos-grid-with-creator-tiktok-style-content-ui,2025-05,2025-05-02,743401,images/2025/brieflee_demo-screenshot_output-videos-grid-with-creator-tiktok-style-content-ui_2025-05-v2.png,brieflee_demo-screenshot_output-videos-grid-with-creator-tiktok-style-content-ui_2025-05-v2.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_demo-screenshot_output-videos-grid-with-creator-tiktok-style-content-ui_2025-05-v2.png,uploaded,
image,2025,engraving,engraving-illustration-20-grey-background,2025-07,2025-07-27,9599,images/2025/brieflee_engraving_engraving-illustration-20-grey-background_2025-07.png,brieflee_engraving_engraving-illustration-20-grey-background_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_engraving-illustration-20-grey-background_2025-07.png,uploaded,
image,2025,engraving,engraving-illustration-23-grey-background,2025-07,2025-07-27,8094,images/2025/brieflee_engraving_engraving-illustration-23-grey-background_2025-07.png,brieflee_engraving_engraving-illustration-23-grey-background_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_engraving-illustration-23-grey-background_2025-07.png,uploaded,
image,2025,engraving,engraving-illustration-38-grey-background,2025-09,2025-09-12,2123609,images/2025/brieflee_engraving_engraving-illustration-38-grey-background_2025-09.png,brieflee_engraving_engraving-illustration-38-grey-background_2025-09.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_engraving-illustration-38-grey-background_2025-09.png,uploaded,
image,2025,engraving,engraving-illustration-39-grey-background,2025-07,2025-07-27,126413,images/2025/brieflee_engraving_engraving-illustration-39-grey-background_2025-07.png,brieflee_engraving_engraving-illustration-39-grey-background_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_engraving-illustration-39-grey-background_2025-07.png,uploaded,
image,2025,engraving,engraving-illustration-43-grey-background,2025-07,2025-07-27,927421,images/2025/brieflee_engraving_engraving-illustration-43-grey-background_2025-07.png,brieflee_engraving_engraving-illustration-43-grey-background_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_engraving-illustration-43-grey-background_2025-07.png,uploaded,
image,2025,engraving,engraving-illustration-45-grey-background,2025-07,2025-07-27,465475,images/2025/brieflee_engraving_engraving-illustration-45-grey-background_2025-07.png,brieflee_engraving_engraving-illustration-45-grey-background_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_engraving-illustration-45-grey-background_2025-07.png,uploaded,
image,2025,engraving,review-3d-engraving-illustration-blue-grey,2025-04,2025-04-03,44936,images/2025/brieflee_engraving_review-3d-engraving-illustration-blue-grey_2025-04.png,brieflee_engraving_review-3d-engraving-illustration-blue-grey_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_review-3d-engraving-illustration-blue-grey_2025-04.png,uploaded,
image,2025,engraving,reward-3d-engraving-illustration-blue-grey,2025-04,2025-04-03,24447,images/2025/brieflee_engraving_reward-3d-engraving-illustration-blue-grey_2025-04.png,brieflee_engraving_reward-3d-engraving-illustration-blue-grey_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_reward-3d-engraving-illustration-blue-grey_2025-04.png,uploaded,
image,2025,engraving,rewards-3d-engraving-illustration-blue-grey,2025-07,2025-07-27,150919,images/2025/brieflee_engraving_rewards-3d-engraving-illustration-blue-grey_2025-07.png,brieflee_engraving_rewards-3d-engraving-illustration-blue-grey_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_rewards-3d-engraving-illustration-blue-grey_2025-07.png,uploaded,
image,2025,engraving,rewards-3d-engraving-illustration-v2,2025-07,2025-07-27,109045,images/2025/brieflee_engraving_rewards-3d-engraving-illustration-v2_2025-07.png,brieflee_engraving_rewards-3d-engraving-illustration-v2_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_rewards-3d-engraving-illustration-v2_2025-07.png,uploaded,
image,2025,engraving,rewards-3d-engraving-illustration-v3,2025-07,2025-07-27,234166,images/2025/brieflee_engraving_rewards-3d-engraving-illustration-v3_2025-07.png,brieflee_engraving_rewards-3d-engraving-illustration-v3_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_rewards-3d-engraving-illustration-v3_2025-07.png,uploaded,
image,2025,engraving,rewards-3d-engraving-illustration-v4,2025-07,2025-07-27,132779,images/2025/brieflee_engraving_rewards-3d-engraving-illustration-v4_2025-07.png,brieflee_engraving_rewards-3d-engraving-illustration-v4_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_rewards-3d-engraving-illustration-v4_2025-07.png,uploaded,
image,2025,engraving,rewards-3d-engraving-illustration-v5,2025-07,2025-07-27,187389,images/2025/brieflee_engraving_rewards-3d-engraving-illustration-v5_2025-07.png,brieflee_engraving_rewards-3d-engraving-illustration-v5_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_rewards-3d-engraving-illustration-v5_2025-07.png,uploaded,
image,2025,engraving,rewards-3d-engraving-illustration-v6,2025-07,2025-07-27,144218,images/2025/brieflee_engraving_rewards-3d-engraving-illustration-v6_2025-07.png,brieflee_engraving_rewards-3d-engraving-illustration-v6_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_rewards-3d-engraving-illustration-v6_2025-07.png,uploaded,
image,2025,engraving,rewards-3d-engraving-illustration-v7,2025-07,2025-07-27,61460,images/2025/brieflee_engraving_rewards-3d-engraving-illustration-v7_2025-07.png,brieflee_engraving_rewards-3d-engraving-illustration-v7_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_engraving_rewards-3d-engraving-illustration-v7_2025-07.png,uploaded,
image,2025,feature-card,animated-feature-card-800x800-v2,2025-07,2025-07-27,3391868,images/2025/brieflee_feature-card_animated-feature-card-800x800-v2_2025-07.gif,brieflee_feature-card_animated-feature-card-800x800-v2_2025-07.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_animated-feature-card-800x800-v2_2025-07.gif,uploaded,
image,,feature-card,animated-feature-mockup-1080-square-v10,2025-12,2025-12-09,15842381,oversized_gifs/brieflee_feature-card_animated-feature-mockup-1080-square-v10_2025-12.gif,brieflee_feature-card_animated-feature-mockup-1080-square-v10_2025-12.gif,,"served from Softr (oversized GIF, not on Cloudinary)",https://assets.softr-files.com/applications/5c5521fd-af6f-4488-9edf-1add48539912/assets/b13a6557-8f35-4373-be77-163e17bc3865.gif
image,,feature-card,animated-feature-mockup-1080-square-v11,2025-12,2025-12-15,13696124,oversized_gifs/brieflee_feature-card_animated-feature-mockup-1080-square-v11_2025-12.gif,brieflee_feature-card_animated-feature-mockup-1080-square-v11_2025-12.gif,,"served from Softr (oversized GIF, not on Cloudinary)",https://assets.softr-files.com/applications/5c5521fd-af6f-4488-9edf-1add48539912/assets/67cf964b-07bc-4141-a753-d8aa833704ef.gif
image,2025,feature-card,animated-feature-mockup-1080-square-v2,2025-12,2025-12-09,1691306,images/2025/brieflee_feature-card_animated-feature-mockup-1080-square-v2_2025-12.gif,brieflee_feature-card_animated-feature-mockup-1080-square-v2_2025-12.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_animated-feature-mockup-1080-square-v2_2025-12.gif,uploaded,
image,2025,feature-card,animated-feature-mockup-1080-square-v3,2025-12,2025-12-09,999365,images/2025/brieflee_feature-card_animated-feature-mockup-1080-square-v3_2025-12.gif,brieflee_feature-card_animated-feature-mockup-1080-square-v3_2025-12.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_animated-feature-mockup-1080-square-v3_2025-12.gif,uploaded,
image,,feature-card,animated-feature-mockup-1080-square-v6,2025-12,2025-12-09,44004608,oversized_gifs/brieflee_feature-card_animated-feature-mockup-1080-square-v6_2025-12.gif,brieflee_feature-card_animated-feature-mockup-1080-square-v6_2025-12.gif,,"served from Softr (oversized GIF, not on Cloudinary)",https://assets.softr-files.com/applications/5c5521fd-af6f-4488-9edf-1add48539912/assets/6e199bc8-7edc-47c3-be21-a7d815d8c565.gif
image,,feature-card,animated-feature-mockup-1080-square,2025-12,2025-12-09,26334462,oversized_gifs/brieflee_feature-card_animated-feature-mockup-1080-square_2025-12.gif,brieflee_feature-card_animated-feature-mockup-1080-square_2025-12.gif,,"served from Softr (oversized GIF, not on Cloudinary)",https://assets.softr-files.com/applications/5c5521fd-af6f-4488-9edf-1add48539912/assets/56a3f96f-6aff-4810-b3e2-f8a1c25fc5e8.gif
image,2025,feature-card,automated-creator-notifications-feature-graphic,2025-12,2025-12-09,2126413,images/2025/brieflee_feature-card_automated-creator-notifications-feature-graphic_2025-12.png,brieflee_feature-card_automated-creator-notifications-feature-graphic_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_automated-creator-notifications-feature-graphic_2025-12.png,uploaded,
image,2025,feature-card,binary-pass-fail-reviews-creator-cards-with-chat-detail-mockup,2025-12,2025-12-09,3879701,images/2025/brieflee_feature-card_binary-pass-fail-reviews-creator-cards-with-chat-detail-mockup_2025-12.png,brieflee_feature-card_binary-pass-fail-reviews-creator-cards-with-chat-detail-mockup_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_binary-pass-fail-reviews-creator-cards-with-chat-detail-mockup_2025-12.png,uploaded,
image,2025,feature-card,content-strategy-framework-pillars-card-mockup-blue-bg,2025-12,2025-12-09,3068103,images/2025/brieflee_feature-card_content-strategy-framework-pillars-card-mockup-blue-bg_2025-12.png,brieflee_feature-card_content-strategy-framework-pillars-card-mockup-blue-bg_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_content-strategy-framework-pillars-card-mockup-blue-bg_2025-12.png,uploaded,
image,2025,feature-card,convert-viral-content-video-remix-blueprint-creator-cards-mockup,2025-12,2025-12-09,5247944,images/2025/brieflee_feature-card_convert-viral-content-video-remix-blueprint-creator-cards-mockup_2025-12.png,brieflee_feature-card_convert-viral-content-video-remix-blueprint-creator-cards-mockup_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_convert-viral-content-video-remix-blueprint-creator-cards-mockup_2025-12.png,uploaded,
image,2025,feature-card,copyright-content-detection-feature-graphic,2025-12,2025-12-09,3937540,images/2025/brieflee_feature-card_copyright-content-detection-feature-graphic_2025-12.png,brieflee_feature-card_copyright-content-detection-feature-graphic_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_copyright-content-detection-feature-graphic_2025-12.png,uploaded,
image,2025,feature-card,creator-list-mockup-with-icon-rows-blue-gradient-bg-v2,2025-07,2025-07-27,423253,images/2025/brieflee_feature-card_creator-list-mockup-with-icon-rows-blue-gradient-bg-v2_2025-07-v2.png,brieflee_feature-card_creator-list-mockup-with-icon-rows-blue-gradient-bg-v2_2025-07-v2.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_creator-list-mockup-with-icon-rows-blue-gradient-bg-v2_2025-07-v2.png,uploaded,
image,2025,feature-card,creator-list-mockup-with-icon-rows-blue-gradient-bg,2025-07,2025-07-27,470069,images/2025/brieflee_feature-card_creator-list-mockup-with-icon-rows-blue-gradient-bg_2025-07.png,brieflee_feature-card_creator-list-mockup-with-icon-rows-blue-gradient-bg_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_creator-list-mockup-with-icon-rows-blue-gradient-bg_2025-07.png,uploaded,
image,2025,feature-card,creator-requirements-timeline-ad-spec-rewards-with-collaborative-feedback-mockup,2025-07,2025-07-25,274145,images/2025/brieflee_feature-card_creator-requirements-timeline-ad-spec-rewards-with-collaborative-feedback-mockup_2025-07.png,brieflee_feature-card_creator-requirements-timeline-ad-spec-rewards-with-collaborative-feedback-mockup_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_creator-requirements-timeline-ad-spec-rewards-with-collaborative-feedback-mockup_2025-07.png,uploaded,
image,2025,feature-card,creator-video-add-to-brief-mockup-tighter-frame-v3,2025-07,2025-07-25,754071,images/2025/brieflee_feature-card_creator-video-add-to-brief-mockup-tighter-frame-v3_2025-07-v3.png,brieflee_feature-card_creator-video-add-to-brief-mockup-tighter-frame-v3_2025-07-v3.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_creator-video-add-to-brief-mockup-tighter-frame-v3_2025-07-v3.png,uploaded,
image,2025,feature-card,creator-video-thumbnail-add-to-brief-button-blue-cards-mockup,2025-07,2025-07-25,373469,images/2025/brieflee_feature-card_creator-video-thumbnail-add-to-brief-button-blue-cards-mockup_2025-07-v2.png,brieflee_feature-card_creator-video-thumbnail-add-to-brief-button-blue-cards-mockup_2025-07-v2.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_creator-video-thumbnail-add-to-brief-button-blue-cards-mockup_2025-07-v2.png,uploaded,
image,2025,feature-card,customizable-quality-thresholds-feature-graphic,2025-12,2025-12-09,7152616,images/2025/brieflee_feature-card_customizable-quality-thresholds-feature-graphic_2025-12.png,brieflee_feature-card_customizable-quality-thresholds-feature-graphic_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_customizable-quality-thresholds-feature-graphic_2025-12.png,uploaded,
image,2025,feature-card,discover-creators-grid-mockup-with-asmr-thumbnails-blue-bg,2025-07,2025-07-25,694524,images/2025/brieflee_feature-card_discover-creators-grid-mockup-with-asmr-thumbnails-blue-bg_2025-07-v6.png,brieflee_feature-card_discover-creators-grid-mockup-with-asmr-thumbnails-blue-bg_2025-07-v6.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_discover-creators-grid-mockup-with-asmr-thumbnails-blue-bg_2025-07-v6.png,uploaded,
image,2025,feature-card,export-button-with-xls-doc-pdf-ppt-file-icons-blue-bg,2025-07,2025-07-25,58121,images/2025/brieflee_feature-card_export-button-with-xls-doc-pdf-ppt-file-icons-blue-bg_2025-07-v7.png,brieflee_feature-card_export-button-with-xls-doc-pdf-ppt-file-icons-blue-bg_2025-07-v7.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_export-button-with-xls-doc-pdf-ppt-file-icons-blue-bg_2025-07-v7.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-april,2025-04,2025-04-11,197114,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-april_2025-04.png,brieflee_feature-card_feature-card-800x800-ui-mockup-april_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-april_2025-04.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-blue,2025-04,2025-04-11,171207,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-blue_2025-04.png,brieflee_feature-card_feature-card-800x800-ui-mockup-blue_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-blue_2025-04.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-december,2025-12,2025-12-08,871623,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-december_2025-12.png,brieflee_feature-card_feature-card-800x800-ui-mockup-december_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-december_2025-12.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-summer,2025-07,2025-07-25,1834499,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-summer_2025-07.png,brieflee_feature-card_feature-card-800x800-ui-mockup-summer_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-summer_2025-07.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-v2-december,2025-12,2025-12-08,5168013,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-v2-december_2025-12.png,brieflee_feature-card_feature-card-800x800-ui-mockup-v2-december_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-v2-december_2025-12.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-v2,2025-04,2025-04-11,293112,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-v2_2025-04.png,brieflee_feature-card_feature-card-800x800-ui-mockup-v2_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-v2_2025-04.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-v3-december,2025-12,2025-12-08,1052066,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-v3-december_2025-12.png,brieflee_feature-card_feature-card-800x800-ui-mockup-v3-december_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-v3-december_2025-12.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-v4,2025-12,2025-12-08,1819302,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-v4_2025-12.png,brieflee_feature-card_feature-card-800x800-ui-mockup-v4_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-v4_2025-12.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-v5,2025-12,2025-12-08,904472,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-v5_2025-12.png,brieflee_feature-card_feature-card-800x800-ui-mockup-v5_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-v5_2025-12.png,uploaded,
image,2025,feature-card,feature-card-800x800-ui-mockup-v8,2025-07,2025-07-28,965719,images/2025/brieflee_feature-card_feature-card-800x800-ui-mockup-v8_2025-07.png,brieflee_feature-card_feature-card-800x800-ui-mockup-v8_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-800x800-ui-mockup-v8_2025-07.png,uploaded,
image,2025,feature-card,feature-card-app-ui-mockup-summer,2025-07,2025-07-25,22826,images/2025/brieflee_feature-card_feature-card-app-ui-mockup-summer_2025-07.png,brieflee_feature-card_feature-card-app-ui-mockup-summer_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-app-ui-mockup-summer_2025-07.png,uploaded,
image,2025,feature-card,feature-card-app-ui-screenshot-april,2025-04,2025-04-11,183283,images/2025/brieflee_feature-card_feature-card-app-ui-screenshot-april_2025-04.png,brieflee_feature-card_feature-card-app-ui-screenshot-april_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-app-ui-screenshot-april_2025-04.png,uploaded,
image,2025,feature-card,feature-card-app-ui-screenshot-v10,2025-04,2025-04-10,224286,images/2025/brieflee_feature-card_feature-card-app-ui-screenshot-v10_2025-04.png,brieflee_feature-card_feature-card-app-ui-screenshot-v10_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-app-ui-screenshot-v10_2025-04.png,uploaded,
image,2025,feature-card,feature-card-app-ui-screenshot-v2,2025-04,2025-04-11,121148,images/2025/brieflee_feature-card_feature-card-app-ui-screenshot-v2_2025-04.png,brieflee_feature-card_feature-card-app-ui-screenshot-v2_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-app-ui-screenshot-v2_2025-04.png,uploaded,
image,2025,feature-card,feature-card-app-ui-screenshot-v3,2025-04,2025-04-11,114529,images/2025/brieflee_feature-card_feature-card-app-ui-screenshot-v3_2025-04.png,brieflee_feature-card_feature-card-app-ui-screenshot-v3_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-app-ui-screenshot-v3_2025-04.png,uploaded,
image,2025,feature-card,feature-card-app-ui-screenshot-v4,2025-04,2025-04-11,116320,images/2025/brieflee_feature-card_feature-card-app-ui-screenshot-v4_2025-04.png,brieflee_feature-card_feature-card-app-ui-screenshot-v4_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-app-ui-screenshot-v4_2025-04.png,uploaded,
image,2025,feature-card,feature-card-app-ui-screenshot-v5,2025-04,2025-04-11,116609,images/2025/brieflee_feature-card_feature-card-app-ui-screenshot-v5_2025-04.png,brieflee_feature-card_feature-card-app-ui-screenshot-v5_2025-04.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_feature-card_feature-card-app-ui-screenshot-v5_2025-04.png,uploaded,
